公司全名,公司简称,公司规模,融资阶段,区域,职位名称,工作经验,学历要求,工资,职位福利
北京猎户星空科技有限公司,猎户星空,500-2000人,A轮,朝阳区,环境建模算法工程师,1-3年,硕士,18k-35k,牛人云集
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,视频算法工程师,不限,本科,15k-30k,"年底双薪,带薪年假,技术氛围好"
北京右划网络科技有限公司,右划,50-150人,A轮,朝阳区,推荐算法工程师,3-5年,本科,30k-60k,"短视频,大牛云集,工程师文化,一年15薪"
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,搜索算法工程师,不限,本科,25k-50k,技术大牛
国机智能技术研究院有限公司,国机智能技术研究院,50-150人,不需要融资,朝阳区,运动控制算法工程师（优秀应届硕士及以上）,应届毕业生,硕士,10k-15k,"五险一金,补充医疗,福利补贴,发展前景好"
上海蔚来汽车有限公司,NIO蔚来,2000人以上,D轮及以上,朝阳区,算法性能优化工程师,3-5年,硕士,30k-60k,"六险一金,弹性办公,租房补贴,学霸团队"
北京微光果壳科技有限公司,微壳,150-500人,不需要融资,东城区,【推荐算法工程师】,3-5年,本科,30k-60k,"Geek,16薪,六险一金,海外旅游"
北京奇艺世纪科技有限公司,爱奇艺,2000人以上,上市公司,海淀区,搜索算法专家,3-5年,本科,20k-30k,福利待遇好，发展前景好
北京翼辉信息技术有限公司,翼辉信息,150-500人,A轮,海淀区,人工智能算法工程师,1-3年,本科,15k-25k,"五险一金,超长年假,员工团建,节日礼品"
上海一起作业信息科技有限公司,一起科技,500-2000人,D轮及以上,朝阳区,AI算法工程师（技术）,3-5年,本科,30k-60k,"绩效奖金,带薪年假"
北京蜜莱坞网络科技有限公司,映客,500-2000人,C轮,朝阳区,推荐算法工程师,3-5年,本科,20k-40k,"发展空间大,用户量大,行业标杆,环境好"
北京猫眼文化传媒有限公司,猫眼电影,500-2000人,未融资,朝阳区,机器学习、数据挖掘算法工程师/高级算法工程师,不限,本科,15K-30K,弹性工作
北京贵士信息科技有限公司,QuestMobile,50-150人,不需要融资,朝阳区,算法工程师（用户画像方向）,1-3年,大专,15k-25k,"弹性工作,五险一金,定期体检,员工旅游"
北京达佳互联信息技术有限公司,快手,500-2000人,D轮及以上,海淀区,语音算法专家,3-5年,本科,30k-50k,"技术驱动,发展空间大"
北京奇艺世纪科技有限公司,爱奇艺,2000人以上,上市公司,海淀区,高级算法工程师,3-5年,本科,20k-40k,"互联网大厂,成长空间,氛围ope,氛围浓厚"
北京律金汇科技有限公司,律金汇科技,50-150人,不需要融资,海淀区,人工智能算法工程师,1-3年,硕士,15k-20k,岗位晋升
北京毫米科技有限公司,homi,50-150人,A轮,朝阳区,人工智能算法工程师,1-3年,硕士,20k-40k,"弹性工作制,地铁沿线,股票期权,大咖云集"
上海基分文化传播有限公司,趣头条,500-2000人,上市公司,海淀区,推荐算法工程师,1-3年,本科,30k-50k,"平均15薪,六险一金,餐补"
小船出海教育科技（北京）有限公司,作业帮,2000人以上,C轮,海淀区,推荐算法,3-5年,本科,25k-45k,"空间大,免费三餐,不打卡"
北京医准智能科技有限公司,医准智能,15-50人,A轮,海淀区,高级算法工程师,1-3年,硕士,25k-50k,"发展空间大,同牛人共事"
车好多旧机动车经纪(北京)有限公司,瓜子二手车直卖网,2000人以上,C轮,海淀区,推荐算法工程师/专家,3-5年,本科,25k-50k,创业+做一件改变世界的事、15薪起、不打卡
上海倾听信息技术有限公司,蜻蜓FM,150-500人,D轮及以上,朝阳区,算法专家（北京）,不限,硕士,30k-60k,弹性工作
北大方正信息产业集团有限公司,北大方正信产集团,2000人以上,上市公司,海淀区,版面理解方向算法工程师（方正信产）(J12488),应届毕业生,本科,15k-20k,"大平台,高自由度,大牛带队,福利好"
北京立达智胜科技有限公司,立达智胜,50-150人,B轮,海淀区,推荐算法工程师,1-3年,大专,20k-40k,餐补+交通补+加班补助+年终奖
北京蓦然认知科技有限公司,蓦然认知科技,50-150人,A轮,海淀区,推荐算法工程师,3-5年,本科,20k-40k,"扁平化管理,同事优秀,非996,技术氛围浓"
北京蜜莱坞网络科技有限公司,映客,500-2000人,C轮,朝阳区,视频算法研究员,3-5年,本科,30k-50k,"核心技术,上升空间,福利完善,技术大牛"
北京格灵深瞳信息技术有限公司,格灵深瞳,150-500人,C轮,海淀区,算法优化工程师,不限,本科,18k-30k,"扁平化管理,不定期团建"
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,高级广告算法工程师,3-5年,本科,25k-50k,弹性工作，免费三餐，租房补贴，休闲下午茶
北京猎户星空科技有限公司,猎户星空,500-2000人,A轮,朝阳区,算法平台实习生,应届毕业生,硕士,3k-4k,优秀团队
北京市商汤科技开发有限公司,商汤科技,2000人以上,C轮,海淀区,数据算法经理,5-10年,硕士,40k-60k,"技术大牛,薪资福利优,公司前景好"
北京小度互娱科技有限公司,百度视频,150-500人,B轮,海淀区,广告算法工程师,3-5年,本科,25k-40k,"团队优秀,福利优厚"
厦门美图之家科技有限公司,美图公司,2000人以上,上市公司,海淀区,策略算法工程师,不限,本科,18k-36k,"福利好,环境棒,扁平化管理"
无线生活（北京）信息技术有限公司,微店,500-2000人,C轮,朝阳区,广告算法工程师,3-5年,本科,40k-80k,"薪酬可谈,期权激励,最核心业务,福利完善"
北京小米科技有限责任公司,小米,2000人以上,D轮及以上,海淀区,数据算法工程师,3-5年,硕士,30k-60k,"牛人多,期权奖励,平台大"
北京金堤科技有限公司,天眼查,50-150人,A轮,海淀区,【校招】算法实习生,应届毕业生,硕士,4k-8k,"诱人的平台,超牛的技术,超棒的领导"
微梦创科网络科技（中国）有限公司,新浪微博,2000人以上,上市公司,海淀区,高级算法工程师,3-5年,本科,30k-60k,"发展大,前景广,平台广"
贝壳找房（北京）科技有限公司,贝壳,2000人以上,C轮,海淀区,计算机视觉算法工程师,5-10年,本科,25k-50k,餐饮打包，福利完善
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,音频算法工程师,3-5年,本科,20k-40k,免费三餐，租房补贴，休闲下午茶，扁平管理
深圳佑驾创新科技有限公司,MINIEYE,150-500人,A轮,海淀区,视觉算法实习生,应届毕业生,本科,6k-12k,"辅助驾驶,海归团队,车厂合作,扁平化管理"
北京领骏科技有限公司,领骏科技,15-50人,天使轮,海淀区,无人车感知算法工程师,1-3年,本科,15k-25k,"五险一金,免费午餐,定期体检,节假日福利"
北京闪送科技有限公司,闪送,500-2000人,D轮及以上,海淀区,AI算法架构师,10年以上,硕士,35k-50k,"发展空间,福利优厚,带薪年假,团队旅游"
上海基分文化传播有限公司,趣头条,500-2000人,上市公司,海淀区,检索算法工程师,不限,不限,30k-60k,"六险一金,扁平管理,技术大拿"
北京瑞地科技有限公司,REDEFINE,150-500人,不需要融资,朝阳区,推荐算法工程师,5-10年,本科,30k-50k,"期权,弹性工作,15薪,行业大牛"
北京奇艺世纪科技有限公司,爱奇艺,2000人以上,上市公司,海淀区,[爱奇艺] 高薪招聘舆情和预测算法工程师,1-3年,硕士,30k-50k,"机器学习,预测"
北京金堤科技有限公司,天眼查,50-150人,A轮,海淀区,【校招】算法工程师,应届毕业生,硕士,15k-30k,"精湛的团队,超牛的技术,超棒的领导"
北京颐顺太和软件科技有限公司,新东方,2000人以上,上市公司,朝阳区,算法高级工程师,不限,本科,25k-50k,"大平台,成长快"
新纶科技（常州）有限公司,新纶科技,2000人以上,上市公司,朝阳区,高精度GPS算法工程师(高级),3-5年,本科,35k-50k,"亿元融资,人文关怀,技术牛"
北京金山软件有限公司,金山办公软件,2000人以上,上市公司,海淀区,广告算法高级工程师,3-5年,本科,30k-50k,"技术氛围好,提供三餐,免费健身房,年度旅行"
贝壳找房（北京）科技有限公司,贝壳,2000人以上,C轮,海淀区,推荐算法工程师,3-5年,本科,50k-70k,"六险二金,包三餐,年终奖,BAT大牛"
北京天工矩阵信息技术有限公司,天工矩阵,50-150人,A轮,大兴区,搜索算法工程师,3-5年,本科,15k-30k,"成长空间,期权激励,丰厚奖金,五险一金"
广州小狗机器人技术有限公司北京分公司,小狗机器人,150-500人,不需要融资,朝阳区,调度算法实习生,应届毕业生,本科,4k-6k,"弹性上班,周六双休"
上海一起作业信息科技有限公司,一起科技,500-2000人,D轮及以上,朝阳区,语音算法工程师(技术）,1-3年,本科,15k-30k,"绩效奖金,带薪年假"
上海任意门科技有限公司,Soul App,50-150人,B轮,海淀区,推荐算法工程师,3-5年,本科,30k-60k,"高薪资,股权激励,技术大牛,工程师文化"
高德软件有限公司,阿里巴巴-高德,2000人以上,上市公司,朝阳区,高德-出行策略算法专家,3-5年,本科,20k-40k,顺风车
北京惠福康信息咨询有限公司,安心医生,50-150人,B轮,朝阳区,推荐算法工程师,1-3年,本科,18k-25k,"前景行业,快乐工作,成功型老板"
北京小川在线网络技术有限公司,最右,150-500人,B轮,海淀区,推荐算法工程师,1-3年,本科,20k-40k,"成长空间大,高薪高股,大牛云集,不打卡"
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,推荐算法工程师,3-5年,本科,25k-50k,六险一金，弹性工作，免费三餐，租房补贴
特斯联（北京）科技有限公司,特斯联,150-500人,B轮,朝阳区,推荐算法工程师,3-5年,本科,25k-40k,薪资
杭州云脑科技有限公司,云脑科技,50-150人,A轮,朝阳区,算法推荐工程师,3-5年,本科,21k-36k,"人工智能,多种隐性福,午餐,13薪奖金"
北京当当网信息技术有限公司,当当网,2000人以上,上市公司,朝阳区,搜索算法工程师,3-5年,本科,20k-30k,"牛人团队,薪资优厚,六险一金,周末双休"
北京华力创通科技股份有限公司,华力创通,500-2000人,上市公司,海淀区,算法工程师（信号）,应届毕业生,本科,8k-15k,"技术大牛带,成长空间大,团队氛围好"
大鱼快乐有限公司,阿里文娱,2000人以上,上市公司,海淀区,优酷-搜索算法工程师,3-5年,本科,16k-30k,"平台大,大牛多,薪酬福利,相关培训"
北京作业盒子科技有限公司,作业盒子,500-2000人,C轮,朝阳区,推荐算法工程师,3-5年,硕士,25K-50K,行业前三，发展快，技术牛，团队nice
北京修齐治平科技有限公司,爱云校,500-2000人,C轮,朝阳区,用户画像与推荐算法工程师,3-5年,本科,20k-40k,"六险一金,试用期全薪,免费晚餐,午餐补助"
北京四达时代软件技术股份有限公司,四达时代集团,2000人以上,上市公司,大兴区,算法工程师（大数据）,3-5年,本科,20k-30k,"六险一金,餐补,带薪年假,领导好"
北京世纪好未来教育科技有限公司,好未来,2000人以上,上市公司,海淀区,知识图谱算法工程师,3-5年,本科,25k-50k,上市公司
小立教育科技（北京）有限公司,小立教育,15-50人,天使轮,海淀区,算法工程师（可实习）,应届毕业生,本科,10k-20k,"团队氛围好,成长空间大"
普信恒业科技发展（北京）有限公司,宜信,2000人以上,上市公司,朝阳区,高级推荐算法工程师,3-5年,硕士,30k-50k,推荐系统
贝壳找房（北京）科技有限公司,贝壳,2000人以上,C轮,海淀区,计算机视觉算法⼯工程师,1-3年,本科,25k-50k,"股票期权,六险二金,免费三餐,扁平管理"
掌阅科技股份有限公司,掌阅,500-2000人,上市公司,朝阳区,推荐算法工程师,3-5年,本科,25k-40k,"六险一金,带薪年级,交通补贴,通讯补贴"
炫一下（北京）科技有限公司,一下科技,500-2000人,D轮及以上,朝阳区,图像算法工程师,1-3年,本科,25k-50k,"行业top,发展空间"
深动科技（北京）有限公司,DeepMotion深动科技,15-50人,A轮,海淀区,激光点云算法工程师,不限,本科,20k-40k,"大牛指导,扁平化管理,弹性工时,学术氛围浓"
志诺维思（北京）基因科技有限公司,志诺维思,50-150人,A轮,海淀区,算法工程师（数理统计方向）,不限,硕士,10k-20k,"前沿领域,绩效奖金,公司氛围好,免费健身房"
北京车之家信息技术有限公司,汽车之家,2000人以上,上市公司,海淀区,推荐算法资深工程师,3-5年,硕士,40k-50k,"大牛多,福利好,发展快"
大鱼快乐有限公司,阿里文娱,2000人以上,上市公司,朝阳区,优酷-图形图像高级算法工程师,1-3年,本科,30k-50k,"有趣,有未来"
北京享阅教育科技有限公司,考拉阅读,150-500人,B轮,海淀区,资深推荐算法,5-10年,本科,30k-50k,"发展空间大,餐补,优厚待遇"
尊嘉金融控股有限公司,尊嘉金控,50-150人,不需要融资,朝阳区,推荐算法工程师,不限,本科,20k-40k,"互联网券商,年底多薪,高价值期权,大数据AI"
北京慕华信息科技有限公司,学堂在线,150-500人,B轮,海淀区,搜索算法工程师,1-3年,本科,15k-30k,"氛围好,技术大牛,福利好"
悠易互通（北京）广告有限公司,悠易,150-500人,C轮,朝阳区,高级算法工程师 高级广告算法工程师,3-5年,本科,30k-50k,"行业领军,大牛任导师,海外年会,全员持股"
北京小米科技有限责任公司,小米,2000人以上,D轮及以上,海淀区,资深算法工程师（小米金融）,5-10年,本科,30k-60k,"大平台,牛人多,期权激励,核心业务"
中信云网有限公司,中信云网,500-2000人,不需要融资,朝阳区,YW009-大数据算法工程师,5-10年,本科,25k-50k,"中信,薪酬,平台,发展"
北京棕榈创想科技有限公司,PALMAX,50-150人,A轮,海淀区,推荐算法工程师,3-5年,硕士,25k-50k,"五险一金,试用期全薪,年终奖,年度体检"
青岛慧拓智能机器有限公司,慧拓智能,50-150人,不需要融资,海淀区,无人车定位导航算法工程师,不限,硕士,15k-25k,"五险一金,年度体检,带薪年假,岗位晋升"
北京万荣世纪科技有限公司,万荣世纪,150-500人,天使轮,海淀区,推荐算法工程师,1-3年,本科,25k-50k,"大牛多,扁平管理,六险一金"
北京安琪永逸科技有限公司,北京安琪永逸科技有限公司,2000人以上,D轮及以上,海淀区,策略算法工程师,3-5年,本科,35k-70k,"待遇和成长,年4次调薪,发展快,达摩院大牛"
北京真机智能科技有限公司,真机智能,少于15人,天使轮,海淀区,物流机器人-导航算法工程师,1-3年,本科,10k-20k,"清华园区,唯才是用"
芋头科技（杭州）有限公司,Rokid,150-500人,B轮,海淀区,语音算法优化/DSP工程师,3-5年,本科,20K-40K,"年底双薪,补充医疗险,期权,博士云集"
北京国承万通信息科技有限公司,国承万通,50-150人,B轮,朝阳区,算法工程师（惯性/动捕/定位/标定）,1-3年,本科,15k-30k,"五险一金,带薪年假,顶尖团队,超快成长"
北京原子机器人科技有限公司,原子机器人,15-50人,A轮,海淀区,算法工程师 – 惯性导航方向,1-3年,硕士,8k-16k,"五险一金,期权激励,公司氛围好,团队年轻化"
掌阅科技股份有限公司,掌阅,500-2000人,上市公司,朝阳区,推荐算法专家,3-5年,本科,40k-60k,"上市公司,丰富福利,免费旅游,数据驱动"
贝壳找房（北京）科技有限公司,贝壳,2000人以上,C轮,海淀区,计算机视觉算法工程师-VR方向,3-5年,本科,30k-60k,"扁平管理,六险二金,免费三餐,弹性工作"
厦门安妮股份有限公司,安妮股份,500-2000人,上市公司,海淀区,人工智能算法工程师,不限,不限,20k-40k,"上市公司,五险一金,版权大数据,扁平管理"
北京猎户星空科技有限公司,猎户星空,500-2000人,A轮,朝阳区,音频算法工程师,不限,本科,25k-50k,带薪年假 绩效奖金 五险一金 发展空间大
车好多旧机动车经纪(北京)有限公司,瓜子二手车直卖网,2000人以上,C轮,海淀区,图像算法工程师/专家,3-5年,本科,25k-50k,创业+做一件改变世界的事、15薪起、不打卡
动吧斯博体育文化（北京）有限公司,动吧体育,15-50人,A轮,朝阳区,推荐算法,3-5年,本科,20k-40k,"五险一金,带薪年假"
北京世纪好未来教育科技有限公司,好未来,2000人以上,上市公司,朝阳区,算法产品经理,5-10年,本科,50k-80k,"教育科技,股票激励"
北京融联世纪信息技术有限公司,融360,500-2000人,D轮及以上,海淀区,数据算法工程师,1-3年,硕士,25k-40k,"上市公司,股票期权,自助午餐,企业滴滴"
北京斗米优聘科技发展有限公司,斗米,500-2000人,B轮,海淀区,推荐算法实习生,应届毕业生,本科,4k-6k,转正机会，大牛导师，实习补贴，飞速提升
北京刷刷看网络科技有限公司,刷刷看,150-500人,A轮,朝阳区,推荐算法工程师,1-3年,硕士,20k-40k,"地铁周边,牛人大咖多,新兴行业,扁平化管理"
南京蓝鲸人网络科技有限公司,美篇,50-150人,B轮,海淀区,推荐算法工程师,5-10年,硕士,45k-90k,"期权激励,六险一金,工作日出游,晚餐下午茶"
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,搜索算法工程实习生,不限,本科,4k-6k,"行业大牛,福利待遇好,发展前景"
赤子城网络技术（北京）有限公司,赤子城,150-500人,D轮及以上,朝阳区,算法工程师（19校招）,应届毕业生,本科,6k-12k,"七险一金,8天年假,餐补车补,年节福利"
北京言之有物科技有限公司,言之有物科技,50-150人,A轮,朝阳区,推荐算法工程师,1-3年,本科,20k-35k,"工作氛围好,五险一金,时尚电商,扁平管理"
上海蔚来汽车有限公司,NIO蔚来,2000人以上,D轮及以上,朝阳区,图像算法工程师,1-3年,硕士,25k-50k,"技术大牛集,股票期权,坏境赞,福利多多"
芋头科技（杭州）有限公司,Rokid,150-500人,B轮,海淀区,资深音频算法工程师,3-5年,硕士,30k-60k,"博士云集,人工智能,toC硬件,期权股票"
高德软件有限公司,阿里巴巴-高德,2000人以上,上市公司,朝阳区,高级算法专家（地图业务）,3-5年,硕士,30k-60k,"餐补,大平台,成长快"
北京趣拿软件科技有限公司,去哪儿网,2000人以上,不需要融资,海淀区,推荐算法工程师-玩乐事业部,3-5年,本科,20k-40k,五险一金 弹性工作 良好的团队氛围 健身房
北京世纪好未来教育科技有限公司,好未来,2000人以上,上市公司,海淀区,推荐算法工程师,1-3年,本科,25k-45k,"互联网教育,上市公司"
北京万荣世纪科技有限公司,万荣世纪,150-500人,天使轮,海淀区,推荐算法leader,3-5年,本科,35k-50k,"大牛多,扁平管理,六险一金"
北京智者天下科技有限公司,知乎,500-2000人,D轮及以上,海淀区,资深算法工程师（搜索） (MJ000103),3-5年,本科,30k-50k,"核心业务线,成长空间,周末双休,管三餐"
上海蔚来汽车有限公司,NIO蔚来,2000人以上,D轮及以上,朝阳区,声学信号处理算法工程师,3-5年,本科,20k-40k,"六险一金,弹性办公,租房补贴,学霸团队"
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,视频算法实习生,不限,本科,3k-6k,弹性工作，免费三餐，休闲下午茶，过亿用户
北京领主科技有限公司,领主,15-50人,A轮,海淀区,加密安全算法工程师,1-3年,硕士,40k-60k,未来趋势
北京奇艺世纪科技有限公司,爱奇艺,2000人以上,上市公司,海淀区,推荐算法工程师,5-10年,硕士,30k-60k,"技术导向,12天年假,六险一金"
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,高级/资深视频算法工程师,不限,硕士,20k-40k,"大平台,高福利,机会多,发展空间大"
杭州云脑科技有限公司,云脑科技,50-150人,A轮,朝阳区,图像处理算法工程师,3-5年,硕士,15k-30k,"五险一金,零食饮料,弹性工作,硅谷团队"
上海基分文化传播有限公司,趣头条,500-2000人,上市公司,海淀区,推荐算法,1-3年,本科,25k-45k,"团队简单,领导好,薪资福利好"
北京陌上花科技有限公司,Yi+,50-150人,B轮,海淀区,图像算法工程师,不限,本科,20k-40k,"股票期权,技术大牛,绩效奖金,弹性工作"
北京寻宝天行网络技术有限公司,寻宝天行,50-150人,不需要融资,朝阳区,人工智能算法工程师,3-5年,本科,20k-40k,"福利待遇好,六险一金,发展好,背景强大"
高德软件有限公司,阿里巴巴-高德,2000人以上,上市公司,朝阳区,智能交通算法专家,3-5年,本科,25k-50k,年薪制、战功文化，带薪年假
北京世纪好未来教育科技有限公司,好未来,2000人以上,上市公司,海淀区,语音算法工程师,1-3年,硕士,20k-40k,"五险一金,技术大牛,上市公司,核心部门"
中国环球租赁有限公司,环球医疗,500-2000人,上市公司,西城区,算法工程师（医疗AI）,不限,博士,25k-50k,"朝阳行业,氛围和谐,发展空间,BOSS牛"
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,推荐算法专家,3-5年,本科,25k-50k,六险一金，弹性工作，免费三餐，租房补贴
北京猎户星空科技有限公司,猎户星空,500-2000人,A轮,朝阳区,语音信号处理算法工程师,3-5年,硕士,25k-50k,"发展前景好,高薪"
北京车势科技有限公司,车势科技,150-500人,A轮,朝阳区,人工智能算法工程师,3-5年,硕士,20k-30k,"工作居住证,环境好,国际化"
国机智能技术研究院有限公司,国机智能技术研究院,50-150人,不需要融资,朝阳区,智能制造软件算法工程师（应届硕士及以上）,应届毕业生,硕士,8k-15k,"五险一金,补充医疗,福利补贴,央企平台"
北京高思博乐教育科技股份有限公司,高思教育集团,2000人以上,上市公司,海淀区,图像算法工程师（高级/资深）,3-5年,本科,15k-30k,"五险一金,绩效奖金,周末双休,技术驱动"
北京航景创新科技有限公司,航景,50-150人,B轮,大兴区,飞控算法工程师,1-3年,本科,10k-20k,五险一金 定期体检 交通补贴 带薪年假
北京云动九天科技有限公司,省钱快报,150-500人,C轮,,推荐算法,5-10年,本科,40k-60k,纯互联网电商公司，亿万流量，百万日活
北京平川嘉恒技术有限公司,平川嘉恒,500-2000人,C轮,海淀区,搜索技术负责人（算法方向）-产品技术中心,5-10年,本科,35k-50k,"弹性工作,员工福利,节假日,发展平台"
北京读我科技有限公司,伴鱼口语,150-500人,C轮,朝阳区,语音识别算法工程师(J10008),1-3年,本科,30k-50k,"产品牛,氛围好,团队好,福利高"
北京捷通华声科技股份有限公司,捷通华声,150-500人,不需要融资,海淀区,文本分析算法工程师,3-5年,硕士,30k-60k,福利待遇好，有发展前景，半年调薪
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,推荐算法工程师,3-5年,本科,30k-60k,诱人的福利待遇
上海阅文信息技术有限公司,阅文集团,500-2000人,上市公司,朝阳区,阅文集团——推荐算法/业务研发工程师,3-5年,硕士,20k-40k,"平台好,福利全,发展快"
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,商业变现算法实习生,应届毕业生,硕士,3k-6k,"免费三餐,休闲下午茶,职业大牛"
芋头科技（杭州）有限公司,Rokid,150-500人,B轮,海淀区,声纹算法工程师/说话人识别算法工程师,不限,硕士,20k-40k,"博士云集,人工智能,年底双薪,期权奖励"
北京微方程科技有限公司,LinkedME,50-150人,A轮,海淀区,广告算法研发工程师,5-10年,本科,25k-35k,"14薪,年两次涨薪,公积金全额,出国游"
创新奇智（北京）科技有限公司,创新奇智,50-150人,天使轮,海淀区,运筹优化算法,1-3年,硕士,30k-50k,"技术大牛,优质团队,商业资源丰"
北京小川在线网络技术有限公司,最右,150-500人,B轮,海淀区,ctr预估模型算法专家,3-5年,本科,50k-70k,"大空间,强团队,高福利"
北京羽扇智信息科技有限公司,出门问问,500-2000人,D轮及以上,海淀区,语音信号处理算法工程师-北京-00709,3-5年,本科,20k-30k,"谷歌风格,AI独角兽,人工智能,免费健身"
上海摩象网络科技有限公司,上海摩象网络科技有限公司,50-150人,A轮,海淀区,图像算法工程师,1-3年,硕士,15k-25k,"提升空间大,领导好,能力提升,员工旅游"
平安科技（深圳）有限公司,平安科技,2000人以上,不需要融资,朝阳区,AI算法研究员(北京),不限,硕士,20k-40k,"世界50强,带薪年假,节日福利,绩效丰厚"
上海淇毓信息科技有限公司,奇虎360金融,500-2000人,未融资,朝阳区,推荐算法工程师,3-5年,硕士,30k-60k,"优秀团队,创新项目"
深思考人工智能机器人科技（北京）有限公司,深思考人工智能机器人,50-150人,A轮,海淀区,计算机视觉算法工程师,不限,硕士,15k-30k,"纯AI公司,前沿公司,大平台"
生命奇点（北京）科技有限公司,生命奇点,50-150人,A轮,海淀区,大数据算法工程师,1-3年,本科,13k-26k,"高端团队,发展空间大,项目前景好,投资风口"
北京视感科技有限公司,视感科技,50-150人,A轮,昌平区,音频算法工程师,3-5年,本科,15k-30k,五险一金、优秀团队、期权、薪资open
北京善义善美科技有限公司,人人车,2000人以上,D轮及以上,朝阳区,算法平台研发专家,3-5年,本科,30k-60k,成长空间
北京国富如荷网络科技有限公司,经管之家（原人大经济论坛）,50-150人,天使轮,东城区,高级语音算法工程师,3-5年,硕士,25k-40k,"法定五险一,额外假期"
奇虎360科技有限公司,360,2000人以上,上市公司,朝阳区,算法工程师（广告业务）,1-3年,本科,25k-50k,发展前景好，优秀团队，内部培训
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,推荐算法负责人,不限,本科,35k-55k,六险一金，弹性工作，免费三餐，租房补贴，带薪休假，休闲下午茶，扁平管理，健身瑜伽，过亿用户，职业大牛，晋升空间，团队氛围好，优厚薪资
微梦创科网络科技（中国）有限公司,新浪微博,2000人以上,上市公司,海淀区,算法工程师·新浪微博,不限,本科,20k-40k,"信息流产品,社交数据,千万用户量"
北京智者天下科技有限公司,知乎,500-2000人,D轮及以上,海淀区,广告算法工程师,3-5年,本科,20k-40k,健康三餐 弹性工作 大牛团队
北京搜狗科技发展有限公司,搜狗,2000人以上,上市公司,,搜狗地图—高级定位算法研发工程师,3-5年,硕士,25k-30k,研发基础条件完善、鼓励创新求变。
北京世纪好未来教育科技有限公司,好未来,2000人以上,上市公司,海淀区,推荐算法工程师,1-3年,本科,20k-40k,"14薪,季度奖金,零食水果,六险一金"
炫一下（北京）科技有限公司,一下科技,500-2000人,D轮及以上,朝阳区,视频/图像算法研究员,3-5年,本科,30k-50k,"薪酬可谈,急需,有期权,晋升快"
北京羿娲科技有限公司,羿娲科技,50-150人,A轮,海淀区,视觉算法工程师,1-3年,硕士,30k-60k,"五险一金,试用期全薪,股权激励"
众联智领科技（北京）有限公司,考拉FM,150-500人,C轮,海淀区,搜索算法实习生,不限,硕士,6k-7k,"发展空间,学习机会,公司团建"
北京达佳互联信息技术有限公司,快手,500-2000人,D轮及以上,海淀区,音频算法工程师,不限,本科,20k-40k,"大牛团队,16薪,免费健身房"
上海一起作业信息科技有限公司,一起科技,500-2000人,D轮及以上,朝阳区,AI算法实习生(技术） (MJ000023),不限,不限,4k-6k,"环境好,待遇高"
捷众普惠国际融资租赁有限公司,花生好车,500-2000人,B轮,东城区,算法工程师 （动态定价收益管理）,3-5年,本科,25k-35k,"新零售,汽车行业,新风口"
爱笔（北京）智能科技有限公司,Aibee,50-150人,天使轮,海淀区,计算机视觉算法工程师,3-5年,本科,18k-36k,"AI,技术驱动"
北京精友世纪软件技术有限公司,精友,150-500人,不需要融资,海淀区,图像算法工程师,5-10年,硕士,20k-40k,空间大
北京多牛互动传媒股份有限公司,多牛传媒,150-500人,上市公司,海淀区,推荐算法工程师,1-3年,硕士,15k-25k,"五险一金,周末双休"
北京明日虫洞科技有限公司,NewsDog,50-150人,C轮,海淀区,推荐算法专家,3-5年,硕士,25k-50k,"核心团队,高期权回报,弹性工作,技术背景好"
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,推荐算法负责人,不限,本科,35k-55k,六险一金，弹性工作，免费三餐，租房补贴，带薪休假，休闲下午茶，扁平管理，健身瑜伽，过亿用户，职业大牛，晋升空间，团队氛围好，优厚薪资
厦门瑞为信息技术有限公司深圳分公司,瑞为智能,50-150人,B轮,海淀区,智能图像/视频处理算法科学家,1-3年,硕士,25k-50k,"激励期权,带薪年假,弹性工作,餐补下午茶"
北京奇艺世纪科技有限公司,爱奇艺,2000人以上,上市公司,海淀区,搜索算法工程师,3-5年,本科,20k-40k,技术氛围浓厚 待遇高 前景光明
鼎力联合（北京）科技有限公司,赛格威机器人,50-150人,C轮,海淀区,机器人算法研发工程师,1-3年,硕士,25k-50k,"技术驱动,工程师文化,业界牛人,快速成长"
北京深感科技有限公司,深感科技,15-50人,天使轮,海淀区,图像算法工程师,3-5年,硕士,20K-40K,五险一金、带薪年假、错峰上下班等等
北京合志可成科技有限公司,北京合志可成科技有限公司,150-500人,不需要融资,朝阳区,算法策略产品经理,3-5年,本科,20k-40k,"妹子多,福利好"
